date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:09:18	14404/14404	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2029%20Jan%202015%2015:39:12%20GMT	http://tiqbiz.com/robots.txt		(from )
21:09:18	90310/90310	---MC-	200	added ('OK')	text/html	date:Thu,%2029%20Jan%202015%2015:39:12%20GMT	http://tiqbiz.com/in/	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/index.html	(from )
21:09:18	1103/1103	---M--	200	added ('OK')	text/css	etag:%221fc9c94-44f-50c6990eb6a80%22	http://tiqbiz.com/in/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=3.8	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/plugins/contact-form-7/includes/css/stylesf2b5.css	(from http://tiqbiz.com/in/)
21:09:19	992/992	---M--	200	added ('OK')	text/xml	etag:%22f366431cf08c4b7e3c54bcbf1fe3447a%22	http://tiqbiz.com/in/feed/	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/feed/index.html	(from http://tiqbiz.com/in/)
21:09:19	833/833	---M--	200	added ('OK')	text/xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://tiqbiz.com/in/tiqbizapp/feed/	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/tiqbizapp/feed/index.html	(from http://tiqbiz.com/in/)
21:09:19	847/847	---M--	200	added ('OK')	text/xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://tiqbiz.com/in/comments/feed/	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/comments/feed/index.html	(from http://tiqbiz.com/in/)
21:09:22	82455/82455	---M--	200	added ('OK')	text/css	etag:%221fc598b-14217-50b554f9761c0%22	http://tiqbiz.com/in/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.3.3	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/plugins/js_composer/assets/css/js_composerb523.css	(from http://tiqbiz.com/in/)
21:09:22	0/0	---M--	200	added ('OK')	text/css	etag:%221fc3f44-0-50b55638f1380%22	http://tiqbiz.com/in/wp-content/uploads/sites/6/js_composer/custom.css?ver=4.3.3	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/uploads/sites/6/js_composer/custom.2b523.delayed	(from http://tiqbiz.com/in/)
21:09:26	5702/5702	---M--	200	added ('OK')	text/css	etag:%221fc5aed-1646-50b559d7e9e80%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/nivo-lightbox.css?ver=4.0	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/nivo-lightboxf9b8.css	(from http://tiqbiz.com/in/)
21:09:26	2829/2829	---M--	200	added ('OK')	text/css	etag:%221fc6716-b0d-50b564deca280%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/default.css?ver=4.0	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/defaultf9b8.css	(from http://tiqbiz.com/in/)
21:09:28	1476/1476	---M--	200	added ('OK')	text/css	etag:%221fc5af3-5c4-50b559df8b080%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/owl-carousel/owl.carousel.css?ver=4.0	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/owl-carousel/owl.carouself9b8.css	(from http://tiqbiz.com/in/)
